X,ID,Intercept,umol.L.sec,Temp.C,Date,Run,Species,Temp.Cat,Light_Dark,Organism.ID,Species.Fullname,Blank,Surface.Area,Buoyant.Weight,Treatment,Mean,RMSE,R2,Std Error Slope,Std Error Intercept,t Ratio Slope,t Ratio Intercept,Prob>|t| Slope,Prob>|t| Intercept
114,R108_Por6_TP_0.2,181.8154375,-0.023713648,28,02/16/2021,NA,Por,28,Dark,Por6,Porites,0,5,10,0,127.73925,0.39695121,0.998280219,0.000695975,1.599451653,-34.0725511,113.6736063,0.000860261,7.73803E-05
115,BLANK,95.93415329,-0.008795884,28,02/16/2021,NA,BLANK,28,Light,BLANKBLANK,BLANK,0,5,10,0,85.6445,0.552954945,0.988108004,0.000682322,0.84472518,-12.89109583,113.5684783,0.005963781,7.75236E-05
116,G150_Por3_TP_0.3,174.5641242,-0.021207054,26,02/16/2021,NA,Por,26,Dark,Por3,Porites,0,5,10,0,125.83175,0.385428298,0.997974334,0.0006756,1.56439817,-31.38996046,111.5854822,0.001013346,8.03031E-05
117,G031_Poc2_TP_4.2,187.1140237,-0.036244548,34,02/16/2021,NA,Poc,34,Dark,Poc2,Pocillopora,0,5,10,4,114.481,0.58647129,0.998963295,0.000825621,1.680304731,-43.8997523,111.3571963,0.000518487,8.06326E-05
118,R126_Por7_TP_2.3,178.8362084,-0.031853691,32,02/16/2021,NA,Por,32,Dark,Por7,Porites,0,5,10,2,113.492,0.457684826,0.998802798,0.00077981,1.61597577,-40.84803865,110.6676299,0.00059878,8.16405E-05
119,G139_Por2_TP_0.2,144.1948112,-0.003882723,22,02/16/2021,NA,Por,22,Dark,Por2,Porites,0,5,10,0,134.361,0.25801195,0.965641293,0.000517883,1.31797704,-7.497293397,109.4061633,0.017329509,8.35338E-05
120,G199_Por5_TP_4.1,226.9982068,-0.019043404,24,02/16/2021,NA,Por,24,Dark,Por5,Porites,0,5,10,4,189.096,0.648713415,0.993980041,0.001047943,2.110797037,-18.17218069,107.5414655,0.003014523,8.64553E-05
121,R110_Por6_TP_4.3,208.6790864,-0.022840324,26,02/16/2021,NA,Por,26,Dark,Por6,Porites,0,5,10,4,160.6405,0.633807113,0.996825917,0.000911353,1.94281106,-25.0619872,107.410901,0.001588303,8.66656E-05
122,R005_Poc6_TP_2.3,186.0682544,-0.01288811,28,02/16/2021,NA,Poc,28,Dark,Poc6,Pocillopora,0,5,10,2,155.3245,0.391365231,0.993636119,0.000729326,1.750729938,-17.67126537,106.2803864,0.003187019,8.85189E-05
123,G150_Por3_TP_0.3,182.415711,-0.029924701,30,02/16/2021,NA,Por,30,Dark,Por3,Porites,0,5,10,0,116.7375,0.408998555,0.998632297,0.000783083,1.730821049,-38.21394165,105.3925887,0.000684086,9.00163E-05
124,G136_Por2_TP_2.3,111.3134294,0.016668931,24,02/16/2021,NA,Por,24,Light,Por2,Porites,0,5,10,2,130.701,0.590987589,0.99447214,0.000878769,1.063950962,18.96849073,104.6227066,0.00276776,9.13458E-05
125,G051_Poc3_TP_0.1,164.6375425,-0.020698283,28,02/16/2021,NA,Poc,28,Dark,Poc3,Pocillopora,0,5,10,0,114.7495,0.353527678,0.998032316,0.000649867,1.57628539,-31.85001284,104.446532,0.000984326,9.16542E-05
126,R032_Poc7_TP_0.3,161.542299,-0.018597947,22,02/16/2021,NA,Poc,22,Dark,Poc7,Pocillopora,0,5,10,0,114.83475,0.30923518,0.997814103,0.000615517,1.553544692,-30.21516509,103.9830394,0.001093546,0.000092473
127,R179_Por8_TP_0.3,166.2639636,-0.018808677,26,02/16/2021,NA,Por,26,Dark,Por8,Porites,0,5,10,0,122.428,0.38649034,0.997367553,0.000683275,1.60413964,-27.52724566,103.6468144,0.001317091,9.30738E-05
128,G199_Por5_TP_4.1,131.2805532,0.050234697,28,02/16/2021,NA,Por,28,Light,Por5,Porites,0,5,10,4,180.4905,0.735658449,0.998755299,0.001253983,1.282291726,40.06010248,102.3796305,0.000622544,9.53917E-05
129,G046_Poc3_TP_4.3,152.9386593,-0.026068553,34,02/16/2021,NA,Poc,34,Dark,Poc3,Pocillopora,0,5,10,4,99.74725,0.514071374,0.998448229,0.000726696,1.504895839,-35.87269671,101.6274053,0.000776186,9.68089E-05
130,R125_Por7_TP_4.2,199.9805096,-0.030886592,30,02/16/2021,NA,Por,30,Dark,Por7,Porites,0,5,10,4,136.5485,0.53059095,0.99807294,0.000959669,1.988654094,-32.18463163,100.5607311,0.000963995,9.88732E-05
131,BLANK,105.6330122,-0.007108147,24,02/16/2021,NA,BLANK,24,Light,BLANKBLANK,BLANK,0,5,10,0,97.4265,0.440585068,0.968588114,0.000905146,1.067978366,-7.853035419,98.90931833,0.015831258,0.000102202
132,R041_Poc8_TP_0.2,132.7104578,-0.008600726,24,02/16/2021,NA,Poc,24,Dark,Poc8,Pocillopora,0,5,10,0,115.07925,0.394650061,0.988631572,0.000652158,1.351387404,-13.1880939,98.2031188,0.005700462,0.000103677
133,R123_Por7_TP_0.3,178.8683666,-0.023639621,28,02/16/2021,NA,Por,28,Dark,Por7,Porites,0,5,10,0,122.86225,0.42502402,0.997875339,0.000771316,1.839687943,-30.64843953,97.22755822,0.001062895,0.000105768
134,G046_Poc3_TP_4.3,181.979766,-0.020553843,26,02/16/2021,NA,Poc,26,Dark,Poc3,Pocillopora,0,5,10,4,136.95925,0.598145521,0.996521337,0.000858699,1.904497071,-23.93603119,95.55266258,0.001740847,0.000109507
135,BLANK,90.94400105,-0.011818669,32,02/16/2021,NA,BLANK,32,Dark,BLANKBLANK,BLANK,0,5,10,0,65.951,0.256349045,0.997127156,0.000448574,0.95722247,-26.34718835,95.00821791,0.001437455,0.000110766
136,R125_Por7_TP_4.2,199.1066859,-0.031893783,32,02/16/2021,NA,Por,32,Dark,Por7,Porites,0,5,10,4,130.83825,0.541792294,0.998106491,0.000982282,2.119948322,-32.46905938,93.9205375,0.000947203,0.000113346
137,BLANK,110.9643315,-0.002089676,24,02/16/2021,NA,BLANK,24,Dark,BLANKBLANK,BLANK,0,5,10,2,106.21675,0.272870316,0.889161219,0.000521699,1.193085089,-4.005524419,93.00621769,0.057046545,0.000115585
138,G182_Por5_TP_0.1,108.6119209,-0.004613707,26,02/16/2021,NA,Por,26,Dark,Por5,Porites,0,5,10,0,98.212,0.293592601,0.975622295,0.000515692,1.171672385,-8.946629389,92.69819985,0.012264056,0.000116354
139,R126_Por7_TP_2.3,95.5787221,0.01454143,34,02/16/2021,NA,Por,34,Light,Por7,Porites,0,5,10,2,109.70675,0.583747906,0.990056919,0.00103044,1.042823846,14.11187081,91.65375579,0.00498396,0.000119021
140,G051_Poc3_TP_0.1,146.5033971,-0.028105384,34,02/16/2021,NA,Poc,34,Dark,Poc3,Pocillopora,0,5,10,0,84.36325,0.396874582,0.99867167,0.000724797,1.614742581,-38.77692741,90.72863926,0.000664386,0.00012146
141,G030_Poc2_TP_0.1,112.4243371,-0.001361498,22,02/16/2021,NA,Poc,22,Dark,Poc2,Pocillopora,0,5,10,0,109.02075,0.249311369,0.792046408,0.000493299,1.239473699,-2.7599874,90.70328574,0.110030108,0.000121528
142,G139_Por2_TP_0.2,87.46016037,0.014381199,34,02/16/2021,NA,Por,34,Light,Por2,Porites,0,5,10,0,102.9555,0.637832177,0.99289765,0.00086006,0.980032391,16.72115233,89.24211198,0.003557503,0.000125539
143,G160_Por3_TP_2.1,206.7524832,-0.051471182,34,02/16/2021,NA,Por,34,Dark,Por3,Porites,0,5,10,2,102.6405,0.631497237,0.999014593,0.001143065,2.333565916,-45.02907626,88.59937563,0.000492825,0.000127367
144,R110_Por6_TP_4.3,108.9525782,0.037042211,22,02/16/2021,NA,Por,22,Light,Por6,Porites,0,5,10,4,148.098,0.62228342,0.99809004,0.001145801,1.250194584,32.32866167,87.14849644,0.000955436,0.000131642
145,G139_Por2_TP_0.2,81.18244834,0.038204802,24,02/16/2021,NA,Por,24,Light,Por2,Porites,0,5,10,0,122.2605,0.422160153,0.999010637,0.00085015,0.93814171,44.93888549,86.53537888,0.000494804,0.000133514
146,R126_Por7_TP_2.3,174.5785719,-0.015772727,26,02/16/2021,NA,Por,26,Dark,Por7,Porites,0,5,10,2,142.2265,0.558911939,0.992295935,0.000982723,2.034982217,-16.0500224,85.7887457,0.00385948,0.000135847
147,R039_Poc7_TP_4.3,123.5666001,0.000364933,24,02/16/2021,NA,Poc,24,Dark,Poc7,Pocillopora,0,5,10,4,124.3015,0.440868873,0.116237871,0.000711528,1.449727771,0.512886335,85.23434713,0.659063245,0.00013762
148,BLANK,91.43598077,-0.013465717,34,02/16/2021,NA,BLANK,34,Dark,BLANKBLANK,BLANK,0,5,10,4,64.60225,0.384448156,0.996767784,0.00054221,1.097451907,-24.83486497,83.31661747,0.001617416,0.000144027
149,R110_Por6_TP_4.3,188.2761978,-0.038811279,34,02/16/2021,NA,Por,34,Dark,Por6,Porites,0,5,10,4,112.3485,0.810874946,0.998244146,0.001150983,2.287912636,-33.72012679,82.2916902,0.000878313,0.000147636
150,G046_Poc3_TP_4.3,163.74073,-0.014976678,24,02/16/2021,NA,Poc,24,Dark,Poc3,Pocillopora,0,5,10,4,132.189,0.585239056,0.992097004,0.00094519,2.012641231,-15.8451438,81.35614409,0.003959336,0.00015105
151,G046_Poc3_TP_4.3,101.9330357,0.022764475,28,02/16/2021,NA,Poc,28,Light,Poc3,Pocillopora,0,5,10,4,127.3645,0.617921911,0.995393404,0.001095053,1.261756887,20.78846067,80.78658949,0.002305957,0.000153187
152,G025_Poc2_TP_2.2,83.37475057,0.026096025,22,02/16/2021,NA,Poc,22,Light,Poc2,Pocillopora,0,5,10,2,119.78125,0.471116632,0.998477422,0.000720576,1.032503737,36.21549114,80.75007146,0.000761579,0.000153325
153,G139_Por2_TP_0.2,94.83305114,0.025308921,26,02/16/2021,NA,Por,26,Light,Por2,Porites,0,5,10,0,124.60875,0.690654542,0.997150584,0.000956657,1.177283116,26.45558874,80.55246,0.001425724,0.000154078
154,G183_Por5_TP_2.1,156.7237812,-0.00583013,22,02/16/2021,NA,Por,22,Dark,Por5,Porites,0,5,10,2,141.527,0.328112184,0.968117198,0.000748131,1.95696178,-7.792929095,80.08525399,0.016070532,0.000155881
155,G160_Por3_TP_2.1,244.1470144,-0.02937089,28,02/16/2021,NA,Por,28,Dark,Por3,Porites,0,5,10,2,175.6935,0.70709626,0.996013821,0.001313856,3.082492206,-22.35472362,79.20442229,0.001995079,0.000159367
156,G182_Por5_TP_0.1,82.43394724,0.003979757,32,02/16/2021,NA,Por,32,Light,Por5,Porites,0,5,10,0,86.22875,0.640401334,0.877156813,0.001053121,1.053994258,3.779010346,78.21100223,0.063433498,0.00016344
157,R163_Por8_TP_2.1,80.38507312,0.023354278,34,02/16/2021,NA,Por,34,Light,Por8,Porites,0,5,10,2,104.0685,0.548626445,0.996493457,0.000979611,1.030595199,23.84035131,77.99868778,0.001754811,0.000164331
158,R032_Poc7_TP_0.3,136.2082109,-0.015608009,30,02/16/2021,NA,Poc,30,Dark,Poc7,Pocillopora,0,5,10,0,102.1225,0.415692284,0.994819453,0.000796431,1.751669025,-19.59743821,77.75910224,0.002593637,0.000165345
159,R008_Poc6_TP_0.2,102.4046711,0.019482415,22,02/16/2021,NA,Poc,22,Light,Poc6,Pocillopora,0,5,10,0,129.382,0.73025214,0.995595302,0.000916314,1.320312695,21.2617174,77.56092286,0.00220478,0.00016619
160,R110_Por6_TP_4.3,115.4520086,0.040018201,26,02/16/2021,NA,Por,26,Light,Por6,Porites,0,5,10,4,158.0445,0.734243699,0.997633613,0.001378161,1.512059851,29.03739628,76.35412616,0.001183894,0.000171484
161,BLANK,97.23757932,-0.012793407,32,02/16/2021,NA,BLANK,32,Dark,BLANKBLANK,BLANK,0,5,10,4,70.23425,0.33325136,0.995616196,0.000600276,1.277924937,-21.31255017,76.09021193,0.002194309,0.000172675
162,R032_Poc7_TP_0.3,94.00796008,0.012095384,32,02/16/2021,NA,Poc,32,Light,Poc7,Pocillopora,0,5,10,0,106.0715,0.708171933,0.980857775,0.001194807,1.243154984,10.12329306,75.62046669,0.009617359,0.000174827
163,G160_Por3_TP_2.1,180.7342669,-0.011609526,22,02/16/2021,NA,Por,22,Dark,Por3,Porites,0,5,10,2,151.149,0.418704251,0.986885985,0.000946311,2.420612174,-12.26819458,74.66469386,0.006578647,0.00017933
164,R167_Por8_TP_4.2,173.7922746,-0.019420249,28,02/16/2021,NA,Por,28,Dark,Por8,Porites,0,5,10,4,131.6235,0.627508124,0.994029818,0.001064226,2.332043593,-18.24823789,74.52359602,0.00298956,0.000180009
165,G051_Poc3_TP_0.1,159.6814838,-0.023552536,30,02/16/2021,NA,Poc,30,Dark,Poc3,Pocillopora,0,5,10,0,106.1475,0.488122601,0.996830218,0.000939132,2.148517736,-25.07903926,74.32169682,0.001586149,0.000180988
166,G025_Poc2_TP_2.2,99.81367967,0.024120215,26,02/16/2021,NA,Poc,26,Light,Poc2,Pocillopora,0,5,10,2,121.97025,0.881816537,0.993436069,0.001386367,1.347667253,17.39814559,74.06403877,0.003287369,0.00018225
167,G137_Por2_TP_4.1,168.190426,-0.013279685,24,02/16/2021,NA,Por,24,Dark,Por2,Porites,0,5,10,4,140.98475,0.679775653,0.986526356,0.00109739,2.273735907,-12.10115468,73.9709592,0.006759668,0.000182708
168,R041_Poc8_TP_0.2,86.01572386,0.018740073,26,02/16/2021,NA,Poc,26,Light,Poc8,Pocillopora,0,5,10,0,108.35925,0.673019647,0.995040951,0.000935481,1.165018871,20.03255144,73.83204343,0.002482606,0.000183396
169,G031_Poc2_TP_4.2,102.1364575,0.042404295,28,02/16/2021,NA,Poc,28,Light,Poc2,Pocillopora,0,5,10,4,147.6725,0.712714369,0.998274425,0.001246628,1.385315795,34.01519964,73.72792385,0.00086316,0.000183915
170,G025_Poc2_TP_2.2,178.429038,-0.041419223,34,02/16/2021,NA,Poc,34,Dark,Poc2,Pocillopora,0,5,10,2,96.80025,0.665452189,0.998277993,0.001216406,2.420266803,-34.05048687,73.72287954,0.000861374,0.00018394
171,R028_Poc7_TP_2.2,134.2910592,-0.004678205,26,02/16/2021,NA,Poc,26,Dark,Poc7,Pocillopora,0,5,10,2,124.1925,0.475739331,0.93864353,0.000845754,1.841109238,-5.531401224,72.94029946,0.031163827,0.000187907
172,R167_Por8_TP_4.2,103.0396948,0.024553501,30,02/16/2021,NA,Por,30,Light,Por8,Porites,0,5,10,4,128.84025,0.752126165,0.994319433,0.001312295,1.429304955,18.71035891,72.09077003,0.002844329,0.00019236
173,G182_Por5_TP_0.1,88.66258331,0.014209741,24,02/16/2021,NA,Por,24,Light,Por5,Porites,0,5,10,0,102.77675,0.625666858,0.985817606,0.001205168,1.237264212,11.79067083,71.66018577,0.007116519,0.000194678
174,R126_Por7_TP_2.3,173.4087348,-0.012260406,24,02/16/2021,NA,Por,24,Dark,Por7,Porites,0,5,10,2,145.85625,0.55773431,0.98498014,0.001070555,2.421938453,-11.45238128,71.59915009,0.007538343,0.00019501
175,G139_Por2_TP_0.2,169.8419414,-0.02890303,32,02/16/2021,NA,Por,32,Dark,Por2,Porites,0,5,10,0,110.5415,0.650137807,0.996852315,0.001148441,2.37857718,-25.16719287,71.40484777,0.001575083,0.000196073
176,R125_Por7_TP_4.2,186.4143075,-0.019189917,24,02/16/2021,NA,Por,24,Dark,Por7,Porites,0,5,10,4,146.44325,0.766891864,0.991711573,0.001240513,2.612186359,-15.46933489,71.36332631,0.004152836,0.000196301
177,G183_Por5_TP_2.1,192.5457012,-0.021254565,30,02/16/2021,NA,Por,30,Dark,Por5,Porites,0,5,10,2,148.976,0.783510189,0.992496447,0.001306791,2.707283622,-16.26469833,71.12136299,0.003758841,0.000197638
178,BLANK,91.82633101,-0.012403397,32,02/16/2021,NA,BLANK,32,Light,BLANKBLANK,BLANK,0,5,10,0,78.2785,0.651180868,0.983186124,0.001146943,1.294387141,-10.81431317,70.94193698,0.008442577,0.000198639
179,R167_Por8_TP_4.2,174.5574357,-0.016383293,26,02/16/2021,NA,Por,26,Dark,Por8,Porites,0,5,10,4,138.86875,0.7841553,0.990669787,0.001124262,2.480231712,-14.57248706,70.37948705,0.004676039,0.000201826
180,R008_Poc6_TP_0.2,182.31752,-0.023485862,28,02/16/2021,NA,Poc,28,Dark,Poc6,Pocillopora,0,5,10,0,126.33275,0.595134265,0.995734001,0.001087002,2.608186509,-21.60609582,69.90202557,0.002135279,0.000204591
181,R008_Poc6_TP_0.2,91.9902076,0.006578867,34,02/16/2021,NA,Poc,34,Light,Poc6,Pocillopora,0,5,10,0,99.4495,0.812998886,0.946478875,0.001106225,1.318493837,5.947135635,69.76916007,0.027128541,0.000205371
182,R042_Poc8_TP_2.3,80.86290643,0.036353851,34,02/16/2021,NA,Poc,34,Light,Poc8,Pocillopora,0,5,10,2,115.69175,0.659437297,0.997961441,0.001161824,1.160894255,31.29033567,69.65570386,0.0010198,0.00020604
183,R167_Por8_TP_4.2,163.2623734,-0.028059765,34,02/16/2021,NA,Por,34,Dark,Por8,Porites,0,5,10,4,106.325,0.811564426,0.996667333,0.001147334,2.363207686,-24.4564899,69.08507212,0.001667724,0.000209457
184,G199_Por5_TP_4.1,226.3965187,-0.041141607,34,02/16/2021,NA,Por,34,Dark,Por5,Porites,0,5,10,4,147.3775,1.176509659,0.996673002,0.001680801,3.281404256,-24.47738699,68.99379079,0.001664885,0.000210012
185,R028_Poc7_TP_2.2,141.8874536,-0.007846029,22,02/16/2021,NA,Poc,22,Dark,Poc7,Pocillopora,0,5,10,2,121.3515,0.348422874,0.979840193,0.000795794,2.090158488,-9.859376112,67.88358608,0.010131225,0.000216935
186,G025_Poc2_TP_2.2,180.8054542,-0.027533702,32,02/16/2021,NA,Poc,32,Dark,Poc2,Pocillopora,0,5,10,2,125.45925,0.774960577,0.995473973,0.001312784,2.667157122,-20.97352194,67.7895774,0.00226558,0.000217537
187,R042_Poc8_TP_2.3,212.1937372,-0.025577418,30,02/16/2021,NA,Poc,30,Dark,Poc8,Pocillopora,0,5,10,2,162.15175,0.954809936,0.99235453,0.001587488,3.142381738,-16.11188463,67.52640351,0.00383007,0.000219235
188,R123_Por7_TP_0.3,89.24270158,0.027991525,28,02/16/2021,NA,Por,28,Light,Por7,Porites,0,5,10,0,121.056,0.889530069,0.996945876,0.001095517,1.322145473,25.55097335,67.49839819,0.00152823,0.000219417
189,R179_Por8_TP_0.3,142.7650116,-0.028134198,34,02/16/2021,NA,Por,34,Dark,Por8,Porites,0,5,10,0,81.718,0.528491233,0.997641549,0.000967265,2.115390764,-29.08632634,67.48871839,0.001179921,0.00021948
190,BLANK,94.77454097,-0.01125466,32,02/16/2021,NA,BLANK,32,Light,BLANKBLANK,BLANK,0,5,10,4,83.01675,0.728965631,0.973985519,0.001300615,1.406794457,-8.653337963,67.36914585,0.013092953,0.000220259
191,R123_Por7_TP_0.3,87.45194241,0.02778296,24,02/16/2021,NA,Por,24,Light,Por7,Porites,0,5,10,0,118.66475,0.549897215,0.99670157,0.001130146,1.299093506,24.58351382,67.31766576,0.001650577,0.000220596
192,R041_Poc8_TP_0.2,146.0781185,-0.022568687,30,02/16/2021,NA,Poc,30,Dark,Poc8,Pocillopora,0,5,10,0,96.04625,0.513345728,0.996213043,0.000983921,2.196276685,-22.93749035,66.51171025,0.001895275,0.000225973
193,R102_Por6_TP_2.2,220.5884122,-0.039784402,24,02/16/2021,NA,Por,24,Dark,Por6,Porites,0,5,10,2,133.07525,0.797433697,0.997092269,0.001519173,3.365405235,-26.1881947,65.54586947,0.001454924,0.000232679
194,R042_Poc8_TP_2.3,195.3317136,-0.038563746,34,02/16/2021,NA,Poc,34,Dark,Poc8,Pocillopora,0,5,10,2,118.33475,0.815919546,0.997047056,0.001484,2.990930881,-25.98634671,65.30799989,0.001477564,0.000234377
195,R179_Por8_TP_0.3,101.5699506,0.018336401,22,02/16/2021,NA,Por,22,Light,Por8,Porites,0,5,10,0,126.504,0.887245547,0.992770997,0.001106404,1.568542092,16.57297014,64.7543672,0.003621057,0.0002384
196,R008_Poc6_TP_0.2,158.6733721,-0.033848703,34,02/16/2021,NA,Poc,34,Dark,Poc6,Pocillopora,0,5,10,0,84.48425,0.613131237,0.997826143,0.001117159,2.467691107,-30.29890374,64.30033793,0.00108752,0.000241778
197,R028_Poc7_TP_2.2,85.71026451,0.00635223,34,02/16/2021,NA,Poc,34,Light,Poc7,Pocillopora,0,5,10,2,92.48975,0.666731466,0.932258533,0.001210794,1.334540761,5.246333341,64.22453853,0.034464639,0.000242348
198,R042_Poc8_TP_2.3,101.157358,0.040190546,24,02/16/2021,NA,Poc,24,Light,Poc8,Pocillopora,0,5,10,2,145.12675,0.934154479,0.997650061,0.001379266,1.579585242,29.1390759,64.04045523,0.001175661,0.000243743
199,R102_Por6_TP_2.2,203.1062226,-0.040835805,30,02/16/2021,NA,Por,30,Dark,Por6,Porites,0,5,10,2,124.8355,0.986563607,0.996788319,0.001639045,3.18007778,-24.91439107,63.86831917,0.001607132,0.000245058
200,G030_Poc2_TP_0.1,82.93771102,0.017948769,32,02/16/2021,NA,Poc,32,Light,Poc2,Pocillopora,0,5,10,0,100.55625,0.759559264,0.990153565,0.001265633,1.299099743,14.18165004,63.84245047,0.004935397,0.000245257
201,G139_Por2_TP_0.2,102.7494266,0.025060726,28,02/16/2021,NA,Por,28,Light,Por2,Porites,0,5,10,0,129.999,1.126999625,0.993890352,0.001389369,1.612390397,18.03749092,63.72490606,0.003059504,0.000246162
202,BLANK,103.7872053,-0.009490665,28,02/16/2021,NA,BLANK,28,Dark,BLANKBLANK,BLANK,0,5,10,4,83.59525,0.447983509,0.987371499,0.000758957,1.630188373,-12.50487603,63.66577447,0.006334312,0.000246619
203,BLANK,93.88625041,-0.00982128,30,02/16/2021,NA,BLANK,30,Dark,BLANKBLANK,BLANK,0,5,10,0,71.6635,0.340652476,0.991188287,0.000654795,1.491371602,-14.99902108,62.95295572,0.004415605,0.000252234
204,G025_Poc2_TP_2.2,100.4150308,0.016799153,34,02/16/2021,NA,Poc,34,Light,Poc2,Pocillopora,0,5,10,2,116.06925,0.92730828,0.981207162,0.001643949,1.600535091,10.21878265,62.73841254,0.009440985,0.000253961
205,R126_Por7_TP_2.3,196.8233356,-0.018805518,28,02/16/2021,NA,Por,28,Dark,Por7,Porites,0,5,10,2,153.22025,0.726275075,0.989874753,0.001344878,3.139351864,-13.98306296,62.69553212,0.005075504,0.000254309
206,R123_Por7_TP_0.3,140.8150855,-0.025951012,34,02/16/2021,NA,Por,34,Dark,Por7,Porites,0,5,10,0,84.23425,0.563598092,0.996860272,0.001029836,2.262960123,-25.19916316,62.22605695,0.001571098,0.000258159
207,G047_Poc3_TP_2.3,145.2869013,-0.028214645,34,02/16/2021,NA,Poc,34,Dark,Poc3,Pocillopora,0,5,10,2,89.3285,0.639713676,0.996580683,0.001168619,2.339701456,-24.14357408,62.0963418,0.001711122,0.000259238
208,R028_Poc7_TP_2.2,141.429408,-0.012183021,30,02/16/2021,NA,Poc,30,Dark,Poc7,Pocillopora,0,5,10,2,116.302,0.657202788,0.984098739,0.001095056,2.28232635,-11.12547477,61.96721517,0.007982491,0.000260319
209,R110_Por6_TP_4.3,193.9446346,-0.019908515,22,02/16/2021,NA,Por,22,Dark,Por6,Porites,0,5,10,4,152.74125,0.893693642,0.988762519,0.001500764,3.138013206,-13.26558833,61.80491345,0.005634615,0.000261688
210,R179_Por8_TP_0.3,86.63271314,0.012370338,30,02/16/2021,NA,Por,30,Light,Por8,Porites,0,5,10,0,100.61575,0.84867466,0.981749268,0.001192632,1.413319271,10.37230175,61.2973409,0.009167387,0.000266038
211,R123_Por7_TP_0.3,166.8890758,-0.02979176,32,02/16/2021,NA,Por,32,Dark,Por7,Porites,0,5,10,0,104.6575,0.739743101,0.996229744,0.001295946,2.732233608,-22.98842993,61.08155441,0.001886908,0.00026792
212,G047_Poc3_TP_2.3,98.41188165,0.020747047,24,02/16/2021,NA,Poc,24,Light,Poc3,Pocillopora,0,5,10,2,120.81725,0.977421581,0.990538823,0.001433765,1.623662174,14.47032078,60.61105764,0.004741831,0.000272094
213,R028_Poc7_TP_2.2,99.63786138,0.012995088,22,02/16/2021,NA,Poc,22,Light,Poc7,Pocillopora,0,5,10,2,119.38625,0.69093797,0.986885629,0.001059265,1.646398074,12.26802572,60.51869407,0.006578826,0.000272925
214,R126_Por7_TP_2.3,103.0505468,0.036878361,28,02/16/2021,NA,Por,28,Light,Por7,Porites,0,5,10,2,144.7795,0.992225361,0.996915684,0.001450463,1.714585607,25.42522536,60.1023048,0.001543349,0.000276718
215,R041_Poc8_TP_0.2,87.55947581,0.001203324,34,02/16/2021,NA,Poc,34,Light,Poc8,Pocillopora,0,5,10,0,88.8735,0.934051408,0.311630663,0.001264614,1.457787826,0.951534046,60.0632508,0.441761105,0.000277078
216,G051_Poc3_TP_0.1,84.75164799,0.020238264,30,02/16/2021,NA,Poc,30,Light,Poc3,Pocillopora,0,5,10,0,108.78275,0.808270651,0.993576736,0.001150629,1.424785359,17.58886534,59.48380047,0.003216806,0.0002825
217,R179_Por8_TP_0.3,155.3306555,-0.023416798,30,02/16/2021,NA,Por,30,Dark,Por8,Porites,0,5,10,0,103.147,0.606318492,0.995064739,0.001166116,2.616280146,-20.08101223,59.37080393,0.002470683,0.000283576
218,R039_Poc7_TP_4.3,118.6076278,0.001603728,26,02/16/2021,NA,Poc,26,Dark,Poc7,Pocillopora,0,5,10,4,121.9605,0.654631356,0.59114205,0.000943096,1.998690236,1.700492422,59.34267633,0.231142374,0.000283845
219,G030_Poc2_TP_0.1,117.5094767,-0.004227474,26,02/16/2021,NA,Poc,26,Dark,Poc2,Pocillopora,0,5,10,0,107.8945,0.496250633,0.921792591,0.00087071,1.99582753,-4.855205933,58.87757081,0.039899697,0.000288345
220,R041_Poc8_TP_0.2,142.0209357,-0.014118288,28,02/16/2021,NA,Poc,28,Dark,Poc8,Pocillopora,0,5,10,0,108.94225,0.574083039,0.989490366,0.001028857,2.427608052,-13.72230261,58.50241582,0.005268696,0.000292053
221,R123_Por7_TP_0.3,86.85861382,0.025011671,32,02/16/2021,NA,Por,32,Light,Por7,Porites,0,5,10,0,113.52425,0.775149689,0.994184321,0.001352678,1.493300549,18.49048208,58.1655273,0.00291208,0.000295445
222,R167_Por8_TP_4.2,157.785555,-0.010737464,24,02/16/2021,NA,Por,24,Dark,Por8,Porites,0,5,10,4,135.295,0.797408505,0.971958157,0.001289633,2.73051515,-8.325982663,57.78600241,0.014120618,0.000299336
223,G155_Por3_TP_4.2,157.5200979,-0.014889544,30,02/16/2021,NA,Por,30,Dark,Por3,Porites,0,5,10,4,128.35,0.751666003,0.982985757,0.001385157,2.739563167,-10.7493523,57.49825365,0.008543618,0.000302339
224,G182_Por5_TP_0.1,121.2878464,-0.022053306,32,02/16/2021,NA,Por,32,Dark,Por5,Porites,0,5,10,0,77.42075,0.601796478,0.995313148,0.001070088,2.149716441,-20.60887428,56.420393,0.002346178,0.000313995
225,G136_Por2_TP_2.3,142.8104822,-0.007990011,26,02/16/2021,NA,Por,26,Dark,Por2,Porites,0,5,10,2,125.9325,0.688442989,0.956110637,0.001210481,2.580067508,-6.600691473,55.35145175,0.0221909,0.000326234
226,R126_Por7_TP_2.3,160.146749,-0.009460451,22,02/16/2021,NA,Por,22,Dark,Por7,Porites,0,5,10,2,136.13925,0.503119487,0.971953689,0.00113635,2.894631333,-8.3253003,55.32543889,0.014122884,0.000326541
227,R042_Poc8_TP_2.3,245.2638647,-0.046851584,32,02/16/2021,NA,Poc,32,Dark,Poc8,Pocillopora,0,5,10,2,149.77975,1.2613845,0.995767454,0.002159888,4.446830897,-21.69167541,55.1547541,0.002118517,0.000328564
