X,ID,Intercept,umol.L.sec,Temp.C,Date,Run,Species,Temp.Cat,Light_Dark,Organism.ID,Species.Fullname,Blank,Surface.Area,Buoyant.Weight,Treatment,Mean,RMSE,R2,Std Error Slope,Std Error Intercept,t Ratio Slope,t Ratio Intercept,Prob>|t| Slope,Prob>|t| Intercept
502,R108_Por6_TP_0.2,92.85747268,0.059099669,32,02/16/2021,NA,Por,32,Light,Por6,Porites,0,5,10,0,150.0195,16.18160485,0.709294293,0.026753684,27.11192176,2.209029174,3.424968304,0.157803887,0.07569599
503,R102_Por6_TP_2.2,62.95919157,0.061389108,26,02/16/2021,NA,Por,26,Light,Por6,Porites,0,5,10,2,118.50025,13.1360909,0.816826236,0.020556213,19.72370041,2.986401545,3.192057791,0.096215603,0.085712974
504,R042_Poc8_TP_2.3,75.48813161,0.064799978,28,02/16/2021,NA,Poc,28,Light,Poc8,Pocillopora,0,5,10,2,147.94575,14.54898452,0.822447935,0.02128965,24.89219013,3.043731513,3.032603046,0.093110848,0.093702233
505,R016_Poc6_TP_4.2,86.45581864,0.082999791,30,02/16/2021,NA,Poc,30,Light,Poc6,Pocillopora,0,5,10,4,160.986,20.83845623,0.727659546,0.03590492,33.8828195,2.311655085,2.55161229,0.146970372,0.125355843
30
30
30
28
22
22
22
26
28
24
22
26
24
26
30
24
28
34
30
26
34
26
22
26
24
24
26
22
28
26
24
30
22
26
28
32
30
34
24
26
34
30
26
30
32
24
32
24
30
34
30
34
22
32
34
28
28
32
30
34
32
24
24
24
22
34
26
32
32
24
30
34
34
28
24
30
30
32
30
28
22
28
32
26
24
30
28
30
22
32
30
26
28
22
26
22
32
32
34
26
22
28
34
28
30
32
24
28
32
22
34
24
28
28
26
34
32
22
24
26
28
30
24
28
22
26
28
34
30
24
24
28
26
32
32
24
26
34
34
22
34
34
22
24
26
24
34
34
24
28
22
26
22
28
32
34
30
22
26
32
32
22
28
30
26
24
26
28
34
26
30
24
24
32
24
30
32
26
28
34
34
34
34
22
32
30
28
34
32
24
30
24
34
22
34
34
24
30
32
28
28
30
34
28
34
34
30
22
30
32
24
22
28
34
30
30
26
26
28
32
24
30
32
26
22
32
22
34
30
34
22
24
24
26
34
28
32
32
22
24
22
34
34
24
22
30
26
34
24
26
22
24
22
32
32
34
30
22
32
24
34
28
22
22
34
32
22
24
32
32
34
26
26
24
32
30
22
30
26
22
22
32
34
34
22
22
26
24
32
30
34
22
32
26
22
30
26
22
34
22
24
30
32
30
26
26
28
26
34
26
30
28
34
28
28
34
34
28
26
30
24
24
26
32
22
30
34
32
26
32
24
26
22
28
26
24
26
28
22
28
32
26
30
22
34
34
32
34
32
28
26
28
24
24
28
28
22
26
30
22
34
26
22
30
32
30
26
30
34
30
32
26
28
22
24
28
28
24
30
28
28
28
24
24
30
24
30
32
30
28
34
28
32
26
32
28
22
26
28
32
30
34
26
24
24
24
26
34
32
28
28
30
26
22
24
22
32
28
30
28
32
22
28
22
34
32
34
30
32
30
34
22
24
28
32
26
24
24
24
28
30
24
32
32
34
30
26
24
30
22
30
34
22
22
32
26
26
26
32
22
34
30
22
28
28
28
22
24
24
28
32
26
24
24
32
34
30
32
28
24
30
26
30
30
32
28
32
28
22
26
24
34
32
22
34
26
26
28
22
22
32
26
28
30
